,namobj,wadmpr,wadmkk,almind,klskbli,klskbli_1,koordy,koordx,geometry
110,BERSAMA CIPTA MANDIRI,JAWA BARAT,BANDUNG,JL. CARINGIN NOMOR 251 BANDUNG 40224,10312,INDUSTRI PELUMATAN BUAH-BUAHAN DAN SAYURAN,-6.943682542,107.573756,POINT (107.573756 -6.943682542)
111,"BIG GOLDEN BELL, PT",JAWA BARAT,BANDUNG,JL. LASWI JELEKONG,14301,INDUSTRI PAKAIAN JADI RAJUTAN,-7.023656,107.660977,POINT (107.660977 -7.023656)
112,BIMA JAYA,JAWA BARAT,BANDUNG,JL. WAYANG NOMOR 6 BANDUNG,13133,INDUSTRI PENCETAKAN KAIN,-6.926759983,107.62028,POINT (107.62028 -6.926759983)
113,"BIMA JAYA, CV",JAWA BARAT,BANDUNG,JL. CIWALENGKE NO .118,13133,INDUSTRI PENCETAKAN KAIN,-7.05052,107.748436,POINT (107.748436 -7.05052)
114,BIMA TIRTA,JAWA BARAT,BANDUNG,JL. SAMIAJI NO.43,32402,INDUSTRI MAINAN ANAK-ANAK,-6.90958999,107.59507,POINT (107.59507 -6.90958999)
115,BINACITRA KHARISMA LESTARI,JAWA BARAT,BANDUNG,JL. SOEKARNO. HATTA NO.  162 BANDUNG,13921,INDUSTRI BARANG JADI TEKSTIL UNTUK KEPERLUAN RUMAH TANGGA,-6.946770017,107.59394,POINT (107.59394 -6.946770017)
116,"BINTANG BARU SENTOSA, PT",JAWA BARAT,BANDUNG,JL. CIDALOWONG NO.3,13111,INDUSTRI PERSIAPAN SERAT TEKSTIL,-7.04799,107.73198,POINT (107.73198 -7.04799)
117,"BINTANG CAHAYA BARU, PT",JAWA BARAT,BANDUNG,CARINGIN NO. 439 KAV I,15201,INDUSTRI ALAS KAKI UNTUK KEPERLUAN SEHARI-HARI,-6.942071,107.570886,POINT (107.570886 -6.942071)
118,BINTANG INDOSPIN INDUSTRI,JAWA BARAT,BANDUNG,JL.  MAJALAYA CICALENGKA KM 5 KP. RAGAS,13112,INDUSTRI PEMINTALAN BENANG,-7.06672,107.82582,POINT (107.82582 -7.06672)
119,"BINTANG MAS, PT",JAWA BARAT,BANDUNG,JL. WANGISAGARA NO. 202,13992,INDUSTRI YANG MENGHASILKAN KAIN KEPERLUAN INDUSTRI,-7.07512,107.7429,POINT (107.7429 -7.07512)
120,"BINTANG USAHA NASIONAL, PT",JAWA BARAT,BANDUNG,JL. CIPAKU NO 107 PASEH,13121,INDUSTRI PERTENUNAN (BUKAN PERTENUNAN KARUNG GONI DAN KARUNG LAINNYA),-7.050033,107.776951,POINT (107.776951 -7.050033)
121,"BLESSINDO, PT",JAWA BARAT,BANDUNG,JL. CIBORELANG NO. 145,13133,INDUSTRI PENCETAKAN KAIN,-6.95204,107.57498,POINT (107.57498 -6.95204)
122,BUANA INTAN GEMILANG,JAWA BARAT,BANDUNG,"JL. TARAJUSARI KM 0,4 NO. 27 TARAJUSARI",13993,INDUSTRI NON WOVEN (BUKAN TENUNAN),-7.0463,107.58,POINT (107.58 -7.0463)
123,"BUDI AGUNG SENTOSA, PT",JAWA BARAT,BANDUNG,"JL. RAYA RANCAEKEK KM 25,4",13132,INDUSTRI PENYEMPURNAAN KAIN,-6.965633,107.807668,POINT (107.807668 -6.965633)
124,BUDI MANDIRI PERKASA,JAWA BARAT,BANDUNG,JL. RUMAH SAKIT NO.108 RT.003 RW.005,13911,INDUSTRI KAIN RAJUTAN,-6.92988,107.69361,POINT (107.69361 -6.92988)
125,BUSANA CEMERLANG GARMENT INDUSTRI,JAWA BARAT,BANDUNG,JL. MEKAR RAYA KAV 26,14111,INDUSTRI PAKAIAN JADI (KONVEKSI) DARI TEKSTIL,-6.5541,107.42712,POINT (107.42712 -6.5541)
126,"CAHAYA BERLIAN LESTARI, PT",JAWA BARAT,BANDUNG,JL. SOEKARNO HATTA NO 168,18111,INDUSTRI PENCETAKAN UMUM,-6.937296,107.578573,POINT (107.578573 -6.937296)
127,"CAHAYA BINTANG LAUT, CV",JAWA BARAT,BANDUNG,JL. KAWASAN INDUSTRI CIBORELANG,24103,INDUSTRI PIPA DAN SAMBUNGAN PIPA DARI BAJA DAN BESI,-6.950814664,107.575202,POINT (107.575202 -6.950814664)
128,CAHAYA TERANG GEMILANG GROUP,JAWA BARAT,BANDUNG,KOMPLEK ISTANA REGENSI 1 A2 /17,13911,INDUSTRI KAIN RAJUTAN,-6.894856,107.581856,POINT (107.581856 -6.894856)
129,CAHYANA KARYA,JAWA BARAT,BANDUNG,JL. ARUNA NO5,13911,INDUSTRI KAIN RAJUTAN,-6.909409988,107.58869,POINT (107.58869 -6.909409988)
130,"CATUR KARTIKA JAYA, PT",JAWA BARAT,BANDUNG,JL. PANYAWUNGAN NO. 8 RT. 01 RW 03,13921,INDUSTRI BARANG JADI TEKSTIL UNTUK KEPERLUAN RUMAH TANGGA,-6.5644,107.4511,POINT (107.4511 -6.5644)
131,CELEBIT CIRCUIT TECHNOLOGY INDONESIA,JAWA BARAT,BANDUNG,JL. BUAH DUA NO 168 RT 04/04,26120,INDUSTRI SEMI KONDUKTOR DAN KOMPONEN ELEKTRONIK LAINNYA,-6.945519,107.753235,POINT (107.753235 -6.945519)
132,CEMERLANG PLASTIK,JAWA BARAT,BANDUNG,CICUKANG NO. 38,22220,INDUSTRI BARANG DARI PLASTIK UNTUK PENGEMASAN,-6.935978386,107.5654204,POINT (107.5654204 -6.935978386)
133,CENTRAL CAHAYA CEMERLANG,JAWA BARAT,BANDUNG,JL.  RENGAS NO. 54,13911,INDUSTRI KAIN RAJUTAN,-6.927674951,107.5498401,POINT (107.5498401 -6.927674951)
134,CETAK CEPAT SEJAHTERA,JAWA BARAT,BANDUNG,JL. CIBADAK NO.  282,18111,INDUSTRI PENCETAKAN UMUM,-6.92073,107.59355,POINT (107.59355 -6.92073)
135,CHIAYO SEHAT INDONESIA,JAWA BARAT,BANDUNG,JL. SETRASARI MALL BLOK B4 NO. 90,30111,INDUSTRI KAPAL DAN PERAHU,-6.998642,107.56972,POINT (107.56972 -6.998642)
136,CHRISTIANTO ADIWIDJAJA,JAWA BARAT,BANDUNG,JL. PURNAWARMAN NO.  49,10710,INDUSTRI PRODUK ROTI DAN KUE,-6.904200007,107.60938,POINT (107.60938 -6.904200007)
137,"CINTA AIR MINUM, PT",JAWA BARAT,BANDUNG,PAMUBUSAN RT.04/04,11051,INDUSTRI AIR KEMASAN,-6.91724,107.72974,POINT (107.72974 -6.91724)
138,"CIPTA CEKAS GRAFIKA, CV",JAWA BARAT,BANDUNG,JL. PELAJAR PEJUANG 45 NO 85 BANDUNG,18111,INDUSTRI PENCETAKAN UMUM,-6.930266983,107.6263383,POINT (107.6263383 -6.930266983)
139,CIPTA GEMILANG SENTOSA,JAWA BARAT,BANDUNG,"JL. RAYA BANJARAN NO. 482 KM. 15,5",14111,INDUSTRI PAKAIAN JADI (KONVEKSI) DARI TEKSTIL,-7.021019,107.595096,POINT (107.595096 -7.021019)
140,"CIPTA JAYA, CV",JAWA BARAT,BANDUNG,KOMPLEK SADANG INDUSTRI,25940,"INDUSTRI EMBER, KALENG, DRUM DAN WADAH SEJENIS DARI LOGAM",-6.953606,107.564949,POINT (107.564949 -6.953606)
141,"CISANGKAN, PT",JAWA BARAT,BANDUNG,"JL. H. ALPI NO107, CIJERAH BANDUNG",23953,INDUSTRI BARANG DARI SEMEN DAN KAPUR UNTUK KONSTRUKSI,-6.922209,107.569764,POINT (107.569764 -6.922209)
142,CITRA KUALITA PERDANA,JAWA BARAT,BANDUNG,JL. KOM UD SUPADIO (JATAYU) NO.7,14112,INDUSTRI PAKAIAN JADI (KONVEKSI) DARI KULIT,-6.911189999,107.588339,POINT (107.588339 -6.911189999)
143,CITRA MAJU MANDIRI GLOBALINDO,JAWA BARAT,BANDUNG,JL. SURYANI NO. 45,22220,INDUSTRI BARANG DARI PLASTIK UNTUK PENGEMASAN,-6.922869984,107.58109,POINT (107.58109 -6.922869984)
144,CITRA MENARA MAS,JAWA BARAT,BANDUNG,KP. CIBEET RT. 004 RW. 002,13112,INDUSTRI PEMINTALAN BENANG,-7.086321,107.761242,POINT (107.761242 -7.086321)
145,CITRA ROEPA RASA,JAWA BARAT,BANDUNG,JL. CIKUTRA NO.198,10772,INDUSTRI BUMBU MASAK DAN PENYEDAP MASAKAN,-6.898320018,107.64363,POINT (107.64363 -6.898320018)
146,"CONTINENTAL COSMETIC, PT",JAWA BARAT,BANDUNG,JL. SUMBER ASIH NO. 22,20232,"INDUSTRI KOSMETIK UNTUK MANUSIA, TERMASUK PASTA GIGI",-6.933562,107.572545,POINT (107.572545 -6.933562)
147,CR JAYA 8,JAWA BARAT,BANDUNG,JL. CIRANGRANG BARAT 1 NO. 8 RT.002 RW.001,14111,INDUSTRI PAKAIAN JADI (KONVEKSI) DARI TEKSTIL,-6.9512,107.58222,POINT (107.58222 -6.9512)
148,"CRESCO INDONESIA, PT",JAWA BARAT,BANDUNG,JL. MEKAR RAYA KAV 29,15201,INDUSTRI ALAS KAKI UNTUK KEPERLUAN SEHARI-HARI,-6.930335,107.700869,POINT (107.700869 -6.930335)
149,"CRESCO INDONESIA, PT",JAWA BARAT,BANDUNG,JL. SAPAN KM.1 NO.6 KAB.BANDUNG,17099,INDUSTRI BARANG DARI KERTAS DAN PAPAN KERTAS LAINNYA YTDL,-7.0086,107.728,POINT (107.728 -7.0086)
150,"DARMA SETIA LIRA, PT",JAWA BARAT,BANDUNG,JL. SATRIA RAYA I NO. 33 B,14111,INDUSTRI PAKAIAN JADI (KONVEKSI) DARI TEKSTIL,-6.945285,107.573331,POINT (107.573331 -6.945285)
151,DAYA MUKTI,JAWA BARAT,BANDUNG,"JL. TAMBLONG DALAM NO. 3 KEC. SUMUR BANDUNG, KOTA BANDUNG, JAWA BARAT 40112",15209,INDUSTRI ALAS KAKI LAINNYA,-6.919419992,107.61308,POINT (107.61308 -6.919419992)
152,DAYAGUNA TATADUTA,JAWA BARAT,BANDUNG,JL. CIKAWAO KOMP. CIKAWAO PERMAI BLOK C-11,14111,INDUSTRI PAKAIAN JADI (KONVEKSI) DARI TEKSTIL,-6.927440007,107.6154,POINT (107.6154 -6.927440007)
153,"DELAPAN EMPAT SAKTI, PT",JAWA BARAT,BANDUNG,JL. CIJAGRA NO.1 CILAMPENI,13921,INDUSTRI BARANG JADI TEKSTIL UNTUK KEPERLUAN RUMAH TANGGA,-6.99417,107.55371,POINT (107.55371 -6.99417)
154,"DERMA INTERNATIONAL, PT",JAWA BARAT,BANDUNG,"JL. PANYAUNGAN NO 8, RT 01 RW 03",14111,INDUSTRI PAKAIAN JADI (KONVEKSI) DARI TEKSTIL,-6.943978,107.753126,POINT (107.753126 -6.943978)
155,"DHANAR MAS CONCERN III, PT",JAWA BARAT,BANDUNG,KP. CIPEUNDEUY RT. 01 RW. 07,13112,INDUSTRI PEMINTALAN BENANG,-7.03055,107.580882,POINT (107.580882 -7.03055)
156,"DHANAR MAS CONCERN, PT",JAWA BARAT,BANDUNG,JL. CISIRUNG KM 12 MOH TOHA,13112,INDUSTRI PEMINTALAN BENANG,-6.97513,107.61249,POINT (107.61249 -6.97513)
157,DINAMIKA ELECTRO PLATING,JAWA BARAT,BANDUNG,JL. CARINGIN NO 236,24310,INDUSTRI PENGECORAN BESI DAN BAJA,-6.94411,107.57505,POINT (107.57505 -6.94411)
158,DIRGANTARA ASPALINDO,JAWA BARAT,BANDUNG,"GIRIASIH, BATUJAJAR",23957,INDUSTRI MORTAR ATAU BETON SIAP PAKAI,-6.89783,107.50729,POINT (107.50729 -6.89783)
159,DIRGANTARA BETONINDO,JAWA BARAT,BANDUNG,JL. SURAPATI NO. 5,23957,INDUSTRI MORTAR ATAU BETON SIAP PAKAI,-6.89865,107.61399,POINT (107.61399 -6.89865)
160,"DIVATAMA INTIPERINTIS INDOPAPER, PT",JAWA BARAT,BANDUNG,JL. CIRANGRANG BARAT NO. 9,22292,INDUSTRI PERLENGKAPAN DAN PERALATAN RUMAH TANGGA (TIDAK TERMASUK FURNITUR),-6.950091,107.582596,POINT (107.582596 -6.950091)
161,D-STYLE,JAWA BARAT,BANDUNG,JL. KARTINI NO. 2 RT 12 RW 06,14111,INDUSTRI PAKAIAN JADI (KONVEKSI) DARI TEKSTIL,-6.917970007,107.61587,POINT (107.61587 -6.917970007)
162,"DULANG MAS, CV",JAWA BARAT,BANDUNG,JL. LEUWIDULANG  NO.38,13121,INDUSTRI PERTENUNAN (BUKAN PERTENUNAN KARUNG GONI DAN KARUNG LAINNYA),-7.044565,107.75342,POINT (107.75342 -7.044565)
163,DUNIA PLASTIK,JAWA BARAT,BANDUNG,JL. SATRIA RAYA II NO. 15,22299,INDUSTRI BARANG PLASTIK LAINNYA YTDL,-6.944068,107.573476,POINT (107.573476 -6.944068)
164,DUTA WARNA,JAWA BARAT,BANDUNG,"JL. BETON NO.1, RT.005/RW.05, CIBUNTU",17022,INDUSTRI KEMASAN DAN KOTAK DARI KERTAS DAN KARTON,-6.92659,107.56891,POINT (107.56891 -6.92659)
165,DWI CAKRA PRATAMA,JAWA BARAT,BANDUNG,JL. MARS SELATAN XIV NOMOR 9,10590,INDUSTRI PENGOLAHAN PRODUK DARI SUSU LAINNYA,-6.94818,107.66351,POINT (107.66351 -6.94818)
166,DWI LARAS MANUNGGAL,JAWA BARAT,BANDUNG,JL. MASKUMAMBANG NO. 35,10130,INDUSTRI PENGOLAHAN DAN PENGAWETAN PRODUK DAGING DAN DAGING UNGGAS,-6.93609998,107.62581,POINT (107.62581 -6.93609998)
167,"DWIDAYA INTRANUSA, PT",JAWA BARAT,BANDUNG,JL. RAYA RANCAEKEK MAJALAYA KM 007 NO 300,29300,INDUSTRI SUKU CADANG DAN AKSESORI KENDARAAN BERMOTOR RODA EMPAT ATAU LEBIH,-7.016733,107.748854,POINT (107.748854 -7.016733)
168,"DWIDAYA MANDRASAKTI, PT",JAWA BARAT,BANDUNG,JL. RAYA SAPAN NO.15,26490,INDUSTRI PERALATAN AUDIO DAN VIDEO ELEKTRONIK LAINNYA,-6.98337,107.69352,POINT (107.69352 -6.98337)
169,DWIDAYA MANDRASAKTI. PT,JAWA BARAT,BANDUNG,TEGALLUAR,27510,INDUSTRI PERALATAN LISTRIK RUMAH TANGGA,-6.966029,107.686461,POINT (107.686461 -6.966029)
170,"ELEKTRINDODAYA PAKARNUSA, PT/ELSA, PT",JAWA BARAT,BANDUNG,JL. SOEKARNO HATTA  KM.13.8 LIK UNIT C8  GEDE BAGE - BANDUNG,26220,INDUSTRI PERLENGKAPAN KOMPUTER,-6.93396,107.69936,POINT (107.69936 -6.93396)
171,"ERLANGGA TRIMANUNGGAL KUSUMAH, PT",JAWA BARAT,BANDUNG,"JL. TERUSAN KOPO KM 12,2",22292,INDUSTRI PERLENGKAPAN DAN PERALATAN RUMAH TANGGA (TIDAK TERMASUK FURNITUR),-6.997379,107.554267,POINT (107.554267 -6.997379)
172,"ERRITA PHARMA, PT",JAWA BARAT,BANDUNG,KP. CIPEUNDEUY RT 05/07,21012,INDUSTRI PRODUK FARMASI UNTUK MANUSIA,-6.991312,107.822211,POINT (107.822211 -6.991312)
173,"ESA PERDANA, CV",JAWA BARAT,BANDUNG,KP SINDANG SARI,14111,INDUSTRI PAKAIAN JADI (KONVEKSI) DARI TEKSTIL,-7.05563,107.583444,POINT (107.583444 -7.05563)
174,"EWINDO, PT",JAWA BARAT,BANDUNG,JL. CIMUNCANG NO 68,27320,INDUSTRI KABEL LISTRIK DAN ELEKTRONIK LAINNYA,-6.899034,107.650798,POINT (107.650798 -6.899034)
175,"FAJAR MATARAM SEDAYU, PT",JAWA BARAT,BANDUNG,JL. SUKARNO HATTA NO 225,10732,INDUSTRI MAKANAN DARI COKELAT DAN KEMBANG GULA DARI COKLAT,-6.94415,107.58661,POINT (107.58661 -6.94415)
176,"FERINATEX JAYA, PT",JAWA BARAT,BANDUNG,JL. CIHANEUT NO. 16,13921,INDUSTRI BARANG JADI TEKSTIL UNTUK KEPERLUAN RUMAH TANGGA,-7.049715,107.741501,POINT (107.741501 -7.049715)
177,"FILAMENINDO LESTARI TEXTILE, PT",JAWA BARAT,BANDUNG,KAMPUNG CIPANDAN RT. 04/04  KM3,13121,INDUSTRI PERTENUNAN (BUKAN PERTENUNAN KARUNG GONI DAN KARUNG LAINNYA),-7.00132,107.813825,POINT (107.813825 -7.00132)
178,FILLINDO BERKAH SAWARGI,JAWA BARAT,BANDUNG,JL. PUNGKUR 131,28113,INDUSTRI KOMPONEN DAN SUKU CADANG MESIN DAN TURBIN,-6.928709991,107.60987,POINT (107.60987 -6.928709991)
179,"FIRMAN JAYA DUA SAUDARA, PT",JAWA BARAT,BANDUNG,JL. RADIO PALASARI 149-150,13121,INDUSTRI PERTENUNAN (BUKAN PERTENUNAN KARUNG GONI DAN KARUNG LAINNYA),-6.6972939,107.620076,POINT (107.620076 -6.6972939)
180,"FIRMAN JAYA, CV",JAWA BARAT,BANDUNG,JL. CIWALENGKE NO.163,13999,INDUSTRI TEKSTIL LAINNYA YTDL,-7.054067,107.754612,POINT (107.754612 -7.054067)
181,"FORTUNA SHOES, CV",JAWA BARAT,BANDUNG,JL. SRIWIJAYA NO. 3/1B,15201,INDUSTRI ALAS KAKI UNTUK KEPERLUAN SEHARI-HARI,-6.927438593,107.6277058,POINT (107.6277058 -6.927438593)
182,"FOXIMAS MANDIRI, PT",JAWA BARAT,BANDUNG,JL. LEUWIPANJANG NO 80 BANDUNG,15209,INDUSTRI ALAS KAKI LAINNYA,-6.563,107.3545,POINT (107.3545 -6.563)
183,"FUJI SEIKI INDONESIA, PT",JAWA BARAT,BANDUNG,JL. SAPAN KM. 1 BLOK A2 NO. 8 KOMP. DE PRIMATERRA,28113,INDUSTRI KOMPONEN DAN SUKU CADANG MESIN DAN TURBIN,-6.972446,107.688447,POINT (107.688447 -6.972446)
184,"GAJAH ANGKASA PERKASA, PT\BANDUNG SARU",JAWA BARAT,BANDUNG,JL. JENDRAL SUDIRMAN NO.823 BANDUNG,13992,INDUSTRI YANG MENGHASILKAN KAIN KEPERLUAN INDUSTRI,-6.912249987,107.57002,POINT (107.57002 -6.912249987)
185,"GARUDA KNITINDO OPTIMA, PT",JAWA BARAT,BANDUNG,JL. H.ALPI NO.105 CIJERAH,13911,INDUSTRI KAIN RAJUTAN,-6.922558,107.57064,POINT (107.57064 -6.922558)
186,GE NUSANTARA TURBINE SERVICES,JAWA BARAT,BANDUNG,JL. PAJAJARAN NO.  154 KP. IV BANDUNG 40174,33122,REPARASI MESIN UNTUK KEPERLUAN KHUSUS,-6.89556,107.57372,POINT (107.57372 -6.89556)
187,"GELINDO GARMENTAMA, PT",JAWA BARAT,BANDUNG,JL. CANGKUANG KULON CISIRUNG NO.38,14111,INDUSTRI PAKAIAN JADI (KONVEKSI) DARI TEKSTIL,-6.976072,107.59579,POINT (107.59579 -6.976072)
188,GEMILANG PLASTIK,JAWA BARAT,BANDUNG,KP. RANCAMALANG,22299,INDUSTRI BARANG PLASTIK LAINNYA YTDL,-6.9281,107.546,POINT (107.546 -6.9281)
189,"GENTA TRIKARYA, PT",JAWA BARAT,BANDUNG,"JL. AH. NASUTION KM 12,5 NO. 69",32202,INDUSTRI ALAT MUSIK BUKAN TRADISIONAL,-6.92416,107.71052,POINT (107.71052 -6.92416)
190,GERLINK UTAMA MANDIRI,JAWA BARAT,BANDUNG,JL. TANJUNGSARI RAYA NO 16 ANTAPANI,26602,INDUSTRI PERALATAN ELEKTROMEDIKAL DAN ELEKTROTERAPI,-6.912169981,107.66644,POINT (107.66644 -6.912169981)
191,"GISTEX, PT",JAWA BARAT,BANDUNG,JL. NANJUNG NO. 82 MARGA ASIH,13132,INDUSTRI PENYEMPURNAAN KAIN,-6.937116,107.536503,POINT (107.536503 -6.937116)
192,"GLOBAL KRIYA NUSANTARA, PT",JAWA BARAT,BANDUNG,JL. MEKAR BIRU BLOK A NO 194,24320,INDUSTRI PENGECORAN LOGAM BUKAN BESI DAN BAJA,-6.94226,107.72131,POINT (107.72131 -6.94226)
193,"GLOBAL KRIYA NUSANTARA, PT",JAWA BARAT,BANDUNG,JL. CINAMBO NO. 148 BANDUNG,17022,INDUSTRI KEMASAN DAN KOTAK DARI KERTAS DAN KARTON,-6.912658,107.691851,POINT (107.691851 -6.912658)
194,GOLDEN EMBROIDERY,JAWA BARAT,BANDUNG,"JL. TERUSAN KIARA SARI RAYA JL. IBRAHIM ADJIE NO.19, SEKEJATI",13922,INDUSTRI BARANG JADI TEKSTIL SULAMAN,-6.94821,107.64167,POINT (107.64167 -6.94821)
195,"GOLDINDO PRIMATAMA SWEATER, CV",JAWA BARAT,BANDUNG,JL. CILAMPENI NO 132,14301,INDUSTRI PAKAIAN JADI RAJUTAN,-6.98681,107.55334,POINT (107.55334 -6.98681)
196,"GRACE HILL GARMENT INDONESIA, PT",JAWA BARAT,BANDUNG,KP. PESAWAHAN RT 05 RW 11,14131,INDUSTRI PERLENGKAPAN PAKAIAN DARI TEKSTIL,-6.97473,107.57934,POINT (107.57934 -6.97473)
197,GRADIENT,JAWA BARAT,BANDUNG,JL. SITU BATU NO C18,22293,INDUSTRI BARANG DAN PERALATAN TEKNIK/INDUSTRI DARI PLASTIK,-6.945670017,107.629,POINT (107.629 -6.945670017)
198,"GRAHA SURYA ANGKASA, PT",JAWA BARAT,BANDUNG,"JL. TARAJU SARI KM 0,5",13911,INDUSTRI KAIN RAJUTAN,-7.040674,107.580696,POINT (107.580696 -7.040674)
199,"GRAND OTORINDO RUBBER, CV",JAWA BARAT,BANDUNG,JL. TENGAH NO 29 RT 04 RW 14,29300,INDUSTRI SUKU CADANG DAN AKSESORI KENDARAAN BERMOTOR RODA EMPAT ATAU LEBIH,-6.5827,107.3314,POINT (107.3314 -6.5827)
200,"GREENLON INDONESIA, PT",JAWA BARAT,BANDUNG,KP BABAKAN TENGAH,13929,INDUSTRI BARANG JADI TEKSTIL LAINNYA,-6.950186,107.535556,POINT (107.535556 -6.950186)
201,GUMILANG ABADI INDOPLAST,JAWA BARAT,BANDUNG,JL. RUMAH SAKIT NO. 109,32202,INDUSTRI ALAT MUSIK BUKAN TRADISIONAL,-6.921040005,107.69766,POINT (107.69766 -6.921040005)
202,GUNAJAYA SANTOSA,JAWA BARAT,BANDUNG,"JL. RANCAJIGANG GANG IDRIS NO. 9 RT 02 RW 11, PADA",13132,INDUSTRI PENYEMPURNAAN KAIN,-7.0607,107.7487,POINT (107.7487 -7.0607)
203,HABATEX DWI LESTARI,JAWA BARAT,BANDUNG,JL. RANCAJIGANG NO. 52,13121,INDUSTRI PERTENUNAN (BUKAN PERTENUNAN KARUNG GONI DAN KARUNG LAINNYA),-7.060708,107.748797,POINT (107.748797 -7.060708)
204,"HAKATEX, PT",JAWA BARAT,BANDUNG,"JL. MOCH TOHA KM 5,6",13132,INDUSTRI PENYEMPURNAAN KAIN,-6.965788,107.615751,POINT (107.615751 -6.965788)
205,HANJAYA,JAWA BARAT,BANDUNG,JL. PINGUIN NO. 7,13911,INDUSTRI KAIN RAJUTAN,-6.908589987,107.57462,POINT (107.57462 -6.908589987)
206,"HARAPAN BARU, CV",JAWA BARAT,BANDUNG,JL. CIJERAH NO. 27,14303,INDUSTRI RAJUTAN KAOS KAKI DAN SEJENISNYA,-6.927816717,107.5707045,POINT (107.5707045 -6.927816717)
207,HARIFF DAYA TUNGGAL ENGINEERING,JAWA BARAT,BANDUNG,JL. SOEKARNO. HATTA NO.  450,33142,REPARASI BATERAI DAN AKUMULATOR LISTRIK,-6.949444845,107.623299,POINT (107.623299 -6.949444845)
208,"HARLI DUNIA INDAH, PT",JAWA BARAT,BANDUNG,JL. RANDUKURUNG UTARA NO. 26,13922,INDUSTRI BARANG JADI TEKSTIL SULAMAN,-7.0608,107.748,POINT (107.748 -7.0608)
209,HARMONY TUNAS PRIMA,JAWA BARAT,BANDUNG,JL. CIRANGRANG BARAT NO.  2,13133,INDUSTRI PENCETAKAN KAIN,-6.952094,107.582171,POINT (107.582171 -6.952094)
210,"HATTORI INDONESIA, PT",JAWA BARAT,BANDUNG,JL. RAYA RANCAEKEK-MAJALAYA NO. 389,13121,INDUSTRI PERTENUNAN (BUKAN PERTENUNAN KARUNG GONI DAN KARUNG LAINNYA),-7.004593,107.744582,POINT (107.744582 -7.004593)
211,HIDUP BARU,JAWA BARAT,BANDUNG,JL. CIJERAH NO .25 A,15121,INDUSTRI BARANG DARI KULIT DAN KULIT KOMPOSISI UNTUK KEPERLUAN PRIBADI,-6.544,107.3417,POINT (107.3417 -6.544)
212,"HINANI, CV",JAWA BARAT,BANDUNG,"JL. RUMAH SAKIT NO. 110 SUKAMULYA, KEC CINAMBO",16299,"INDUSTRI BARANG DARI KAYU, ROTAN, GABUS LAINNYA YTDL",-6.930909989,107.69346,POINT (107.69346 -6.930909989)
213,"IDAMAN ERAMANDIRI, PT",JAWA BARAT,BANDUNG,JL. CISIRUNG NO.97,13132,INDUSTRI PENYEMPURNAAN KAIN,-6.974626,107.606595,POINT (107.606595 -6.974626)
214,"IDAR BUANA, PT",JAWA BARAT,BANDUNG,JL. RAYA DAEUHKOLOT NO. 44,13132,INDUSTRI PENYEMPURNAAN KAIN,-6.969302,107.616311,POINT (107.616311 -6.969302)
215,"IDOLA SELARAS ABADI, PT",JAWA BARAT,BANDUNG,JL. RANCAJIGANG NO 32,13133,INDUSTRI PENCETAKAN KAIN,-7.054007,107.751065,POINT (107.751065 -7.054007)
216,"IFATAMA JAYA KREASI, PT",JAWA BARAT,BANDUNG,JL. CIGONDEWAH KALER NO. 75 KEC BANDUNG KULON,13992,INDUSTRI YANG MENGHASILKAN KAIN KEPERLUAN INDUSTRI,-6.93227,107.56067,POINT (107.56067 -6.93227)
217,INDO MAKMUR MANDIRI,JAWA BARAT,BANDUNG,JL. KOPO CIRANGRANG NO.599C,14111,INDUSTRI PAKAIAN JADI (KONVEKSI) DARI TEKSTIL,-6.96006,107.581,POINT (107.581 -6.96006)
218,"INDO PACIFIC, PT",JAWA BARAT,BANDUNG,JL. RAYA LASWI BIRU NO. 1 RT.01 RW.01,13111,INDUSTRI PERSIAPAN SERAT TEKSTIL,-7.04318,107.73124,POINT (107.73124 -7.04318)
219,INDOKAWA ROCKLINE,JAWA BARAT,BANDUNG,JL. CIBADAK 206,13929,INDUSTRI BARANG JADI TEKSTIL LAINNYA,-6.92112001,107.59689,POINT (107.59689 -6.92112001)
220,"INDOMAS, CV",JAWA BARAT,BANDUNG,JL. RENGAS NO. 39,13992,INDUSTRI YANG MENGHASILKAN KAIN KEPERLUAN INDUSTRI,-6.92843,107.55049,POINT (107.55049 -6.92843)
221,INDONUSA LABEL,JAWA BARAT,BANDUNG,TAMAN HOLIS INDAH C2 NO. 49,18111,INDUSTRI PENCETAKAN UMUM,-6.946903403,107.5618633,POINT (107.5618633 -6.946903403)
222,"INDORUB, PT",JAWA BARAT,BANDUNG,"JL. RAYA CINUNUK NO 196 KM.16,3",22192,INDUSTRI BARANG DARI KARET UNTUK KEPERLUAN INDUSTRI,-6.93372,107.73555,POINT (107.73555 -6.93372)
223,"INDOSAL JAYA MANDIRI, PT",JAWA BARAT,BANDUNG,JL. SOEKARNO HATTA BLOK AGER SARI,13991,INDUSTRI KAIN PITA (NARROW FABRIC),-6.933911,107.575831,POINT (107.575831 -6.933911)
224,INDOSARI,JAWA BARAT,BANDUNG,JL. SAUYUNAN RAYA I NO 28,10799,INDUSTRI PRODUK MAKANAN LAINNYA,-6.948117,107.5906148,POINT (107.5906148 -6.948117)
