unit,plant,parent,url,sponsor,capacity_mw,status,region,country,subnational_unit,latitude,longitude,geopoint
Unit 10,Perawang Mill Power Station,Sinar Mas Group,https://www.gem.wiki/Perawang_Mill_power_station,,150,Operating,Asia,Indonesia,Riau,0.68932,101.61907,"0.68932, 101.61907"
Unit 09,Pln Paiton Baru Power Station,Pt Pln (Persero),https://www.gem.wiki/PLN_Paiton_Baru_power_station,,660,Operating,Asia,Indonesia,East Java,-7.71103,113.57068,"-7.71103, 113.57068"
Unit 1,Pln Paiton Power Station,Pt Pln (Persero),https://www.gem.wiki/PLN_Paiton_power_station,,400,Operating,Asia,Indonesia,East Java,-7.7147,113.58502,"-7.7147, 113.58502"
Unit S1,Pomalaa Nickel Power Station,Pt Aneka Tambang Tbk,https://www.gem.wiki/Pomalaa_Nickel_power_station,,30,Operating,Asia,Indonesia,Southeast Sulawesi,-4.17986,121.59293,"-4.17986, 121.59293"
"Phase I, Unit 1",Punagaya Power Station,Bosawa Corp,https://www.gem.wiki/Punagaya_power_station,,125,Operating,Asia,Indonesia,South Sulawesi,-5.61788,119.55119,"-5.61788, 119.55119"
Unit 5,Qingdao Zhongsheng Captive Power Station,Qingdao Urban Construction Investment (Group) Co Ltd; Qingdao Xiyuan Holdings Co Ltd; Shandong Taishan Steel Group Co Ltd,https://www.gem.wiki/Qingdao_Zhongsheng_captive_power_station,,65,Cancelled,Asia,Indonesia,Central Sulawesi,-3.04035,122.26156,"-3.04035, 122.26156"
Unit 3,Sinar Mas Jambi Lontar Power Station,Sinar Mas Group,https://www.gem.wiki/Sinar_Mas_Jambi_Lontar_power_station,,37,Operating,Asia,Indonesia,Jambi,-1.0069,103.0821,"-1.0069, 103.0821"
Unit 2,Sinar Mas Jambi Power Station,Datang Overseas Energy Investment Co Ltd [75.0%]; Sinar Mas Group [25.0%],https://www.gem.wiki/Sinar_Mas_Jambi_power_station,,200,Cancelled,Asia,Indonesia,Jambi,-1.61,101.91,"-1.61, 101.91"
Phase I,Sorong Power Station,Jgc Holdings Corp,https://www.gem.wiki/Sorong_power_station,,50,Cancelled,Asia,Indonesia,West Papua,-0.86667,131.25,"-0.86667, 131.25"
Unit 6,Sulawesi Labota Power Station,Sulawesi Mining Investment,https://www.gem.wiki/Sulawesi_Labota_power_station,,380,Construction,Asia,Indonesia,Central Sulawesi,-2.86899,122.17188,"-2.86899, 122.17188"
Unit 3,Sulawesi Labota Power Station,Eternal Tsingshan Group; Huafeng Group,https://www.gem.wiki/Sulawesi_Labota_power_station,,380,Construction,Asia,Indonesia,Central Sulawesi,-2.86791,122.17709,"-2.86791, 122.17709"
"Phase I, Unit 1",Sulawesi Mining Power Station,Sulawesi Mining Investment,https://www.gem.wiki/Sulawesi_Mining_power_station,,65,Operating,Asia,Indonesia,Central Sulawesi,-2.82559,122.15545,"-2.82559, 122.15545"
"Phase I, Unit 2",Sulawesi Mining Power Station,Sulawesi Mining Investment,https://www.gem.wiki/Sulawesi_Mining_power_station,,65,Operating,Asia,Indonesia,Central Sulawesi,-2.82559,122.15545,"-2.82559, 122.15545"
"Phase Iii, Unit 2",Sulawesi Mining Power Station,Eternal Tsingshan Group,https://www.gem.wiki/Sulawesi_Mining_power_station,,350,Operating,Asia,Indonesia,Central Sulawesi,-2.82954,122.15514,"-2.82954, 122.15514"
"Phase Iv, Unit 1",Sulawesi Mining Power Station,Eternal Tsingshan Group,https://www.gem.wiki/Sulawesi_Mining_power_station,,350,Operating,Asia,Indonesia,Central Sulawesi,-2.82738,122.15527,"-2.82738, 122.15527"
,Sulawesi Star Power Station,Bharat Heavy Electricals Ltd; Pt Star Vyobros,https://www.gem.wiki/Sulawesi_Star_power_station,,200,Cancelled,Asia,Indonesia,South Sulawesi,-4.8,119.9,"-4.8, 119.9"
Unit 2,Sulbagut-1 Power Station,Toba Bara [60.0%]; Pt Toba Bara Sejahtra Tbk [20.0%]; State Power Investment Corp [20.0%],https://www.gem.wiki/Sulbagut-1_power_station,,50,Operating,Asia,Indonesia,Gorontalo,0.9427,122.94158,"0.9427, 122.94158"
Unit 2,Sulbagut-2 Power Station,To Be Determined,https://www.gem.wiki/Sulbagut-2_power_station,,100,Shelved,Asia,Indonesia,North Sulawesi,1.18571,124.47489,"1.18571, 124.47489"
Unit 1,Sulbagut-3 Power Station,To Be Determined,https://www.gem.wiki/Sulbagut-3_power_station,,50,Cancelled,Asia,Indonesia,North Sulawesi,0.8687,123.96431,"0.8687, 123.96431"
Unit 1,Sumbagsel-1 Power Station,Pt Sumberenergi Sakti Prima [55.0%]; Pt Adimas Puspita Serasi [25.0%]; Pt D&C Engineering Co [10.0%]; Pt Pln (Persero) [10.0%],https://www.gem.wiki/Sumbagsel-1_power_station,,150,Pre-Permit,Asia,Indonesia,South Sumatra,-5.05743,103.83068,"-5.05743, 103.83068"
Unit 2,Sumsel-1 Power Station,China Shenhua Energy Co Ltd; Lion Power,https://www.gem.wiki/Sumsel-1_power_station,,300,Construction,Asia,Indonesia,South Sumatra,-3.47667,103.99917,"-3.47667, 103.99917"
Unit 2,Sumsel-7 Power Station,Madhucon Projects Ltd,https://www.gem.wiki/Sumsel-7_power_station,,150,Cancelled,Asia,Indonesia,South Sumatra,-2.604,103.914,"-2.604, 103.914"
Unit 1,Tanjung Kasam Power Station,Pt Petra Unggul Sejahtera [70.0%]; Pt Intraco Penta [30.0%],https://www.gem.wiki/Tanjung_Kasam_power_station,,65,Operating,Asia,Indonesia,Riau,1.04414,104.13571,"1.04414, 104.13571"
Unit 3,Tarahan Power Station,Pt Pln (Persero),https://www.gem.wiki/Tarahan_power_station,,100,Operating,Asia,Indonesia,Lampung,-5.52121,105.35348,"-5.52121, 105.35348"
,Tarakan Power Station,Pt Pln (Persero),https://www.gem.wiki/Tarakan_power_station,,200,Cancelled,Asia,Indonesia,North Kalimantan,3.3,117.63333,"3.3, 117.63333"
Unit 6,Weda Bay Power Station,Zhejiang Huayou Cobalt Co [70.0%]; Tsingshan Holding Group Co Ltd [30.0%],https://www.gem.wiki/Weda_Bay_power_station,,250,Operating,Asia,Indonesia,North Maluku,0.47889,127.98421,"0.47889, 127.98421"
Unit 4,Xinxing Ductile Iron Pipes Power Station,Xinxing Qiyun Investment Holdings Co Ltd [40.0%]; Pt Trimegah Bangun Persada [30.0%]; Harita Group [20.0%]; Pt Gane Permai Sentosa [10.0%],https://www.gem.wiki/Xinxing_Ductile_Iron_Pipes_power_station,,65,Shelved,Asia,Indonesia,Maluku,-1.53051,127.41898,"-1.53051, 127.41898"
