annual_production,annual_production_unit,capacity,capacity_unit,cost,cost_unit,country,country_ownership,esg_impact_ecological,esg_impact_social,esg_link,esg_story,id,image,latitude,longitude,parent_esg_impact,parent_project_type,project_id,project_name,project_type,province_city,relevant_links,shareholder_ownership,source,source_id,status
,ton,,ton,-,USD,Indonesia,Indonesia:100,,,https://ekonomi.bisnis.com/read/20220110/44/1487096/ini-daftar-697-perusahaan-tambang-yang-ditegur-kementerian-esdm,,4Cbu2WwzcO9amcSqVUJB4k,,-2.94401,122.099,,Mining & Ore Resources,4Cbu2WwzcO9amcSqVUJB4k,Maghantara Multimedia Nusaphala,Mining,"Sulawesi Tengah, Morowali Regency","As a result of illegal logging and illegal mining with ore theft at CV Selaras Maju's location, the Ministry's Forest Area Borrowing and Use Permit process was hampered.",Aldy Reynaldi:5;PT Graha Alam Mineral:60;Wiranda Nuraisa:35,indonesia,4Cbu2WwzcO9amcSqVUJB4k,unknown
18.9,ton,150000,ton,-,USD,Indonesia,China:51;Indonesia:49,Water Pollution;Air Pollution;Deforestation;Increased Vulnerability to the Climate Crisis,Poor Work Safety,"https://trendasia.org/kecelakaan-kerja-di-pt-gni-pengabaian-dan-pelanggaran-kemanusiaan-di-kawasan-industri-nikel-indonesia/ ,https://www.rai.it/dl/doc/2023/11/19/1700402970903_I%20rapporti%20su%20filiera%20del%20nichel%20indonesiana%20-%20Report.pdf",,4Cbu2WwzcO9amcSqVUJBEE,,-2.853838931,122.1692205,ecological;social,Processing,4Cbu2WwzcO9amcSqVUJBEE,Cahaya Smelter Indonesia,Ferro Nickel,"Sulawesi Tengah, Morowali Regency",https://merdekacoppergold.com/wp-content/uploads/2022/08/MDKA_2022-03_Nickel-Presentation-March-2022.pdf; https://www.cnbcindonesia.com/news/20230802184912-4-459624/ri-punya-emiten-tambang-kelas-dunia-cek-faktanya,Tsingshan:51; JPI:49,indonesia,4Cbu2WwzcO9amcSqVUJBEE,Active
,,0,ton,-,USD,Indonesia,China:70; Indonesia:30,,,,,4Cbu2WwzcO9amcSqVUJBU2,,0.8448542774,128.2665241,,Battery & Recycling,4Cbu2WwzcO9amcSqVUJBU2,CBL Investment Indonesia (battery cell),Battery,"Maluku Utara, Halmahera Timur","https://www.thejakartapost.com/business/2023/12/22/indonesia-cbl-reach-420-million-deal-on-ev-battery-industry.html#:~:text=hinese%20electric%20vehicle%20(EV)%20battery,and%20EV%20battery%20manufacturing%20industries.",CBL:70; Aneka Tambang:30,indonesia,4Cbu2WwzcO9amcSqVUJBU2,Planned
,,0,ton,-,USD,Indonesia,China:70; Indonesia:30,,,,,4Cbu2WwzcO9amcSqVUJBdW,,0.8448542774,128.2665241,,Battery & Recycling,4Cbu2WwzcO9amcSqVUJBdW,CBL Investment Indonesia (cathode),Battery,"Maluku Utara, Halmahera Timur","https://www.thejakartapost.com/business/2023/12/22/indonesia-cbl-reach-420-million-deal-on-ev-battery-industry.html#:~:text=hinese%20electric%20vehicle%20(EV)%20battery,and%20EV%20battery%20manufacturing%20industries.",CBL:70; Aneka Tambang:30,indonesia,4Cbu2WwzcO9amcSqVUJBdW,Planned
,,0,ton,-,USD,Indonesia,China:60; Indonesia:40,,,,,4Cbu2WwzcO9amcSqVUJBn0,,0.8448542774,128.2665241,,Battery & Recycling,4Cbu2WwzcO9amcSqVUJBn0,CBL Investment Indonesia (battery recycling),Battery,"Maluku Utara, Halmahera Timur","https://www.thejakartapost.com/business/2023/12/22/indonesia-cbl-reach-420-million-deal-on-ev-battery-industry.html#:~:text=hinese%20electric%20vehicle%20(EV)%20battery,and%20EV%20battery%20manufacturing%20industries.",CBL:60; Aneka Tambang:40,indonesia,4Cbu2WwzcO9amcSqVUJBn0,Planned
,,2200000,ton,3840000000,USD,Indonesia,China:53; Indonesia: 30; United States:17,,,,,4Cbu2WwzcO9amcSqVUJCCI,,-4.231662575,121.5886674,,Processing,4Cbu2WwzcO9amcSqVUJCCI,Kolaka Nikel Indonesia (KNI),MHP,"Sulawesi Tenggara, Konawe Regency",https://ekonomi.bisnis.com/read/20240304/44/1746331/huayou-beberkan-progres-proyek-nikel-rp675-triliun-bareng-vale-ford; https://projectmultatuli.org/cina-di-hilir-gurita-oligarki-nikel-indonesia/,Huayou:53; Vale: 30; Ford Motor Company: 17,indonesia,4Cbu2WwzcO9amcSqVUJCCI,Active
,,60000,ton,-,USD,Indonesia,China:90; Indonesia:10,Air Pollution,Poor Work Safety,"https://ekonomi.bisnis.com/read/20231225/257/1726972/pabrik-smelter-pt-itss-di-morowali-ditutup-sementara, https://celios.co.id/wp-content/uploads/2024/02/EN-CREA_CELIOS-Indonesia-Nickel-Development-2024.pdf",,4Cbu2WwzcO9amcSqVUJCLm,,-2.830495994,122.1701676,ecological;social,Processing,4Cbu2WwzcO9amcSqVUJCLm,Indonesia Tsingshan Stainless Steel (ITSS),Nickel Pig Iron,"Sulawesi Selatan, Luwu Timur",https://www.suara.com/bisnis/2023/12/24/120858/profil-pt-indonesia-tsingshan-stainless-steel-itss-morowali-smelter-asal-china-yang-meledak,Tsingshan Holding Group: 51; Ruipu Technology Group Co. Ltd:19; Tsing Billitons Industrial Group:10; IMIP:10; Luck Scenery International Limited:10,indonesia,4Cbu2WwzcO9amcSqVUJCLm,Active
,,120000,ton,-,USD,Indonesia,China:88; Indonesia:12,,Poor Work Safety,https://news.visimuslim.org/2020/05/tka-asal-tiongkok-meninggal-di-morowali.html,,4Cbu2WwzcO9amcSqVUJCek,,-2.830439519,122.1759062,,Processing,4Cbu2WwzcO9amcSqVUJCek,Dexin Steel Indonesia (DSI),Nickel Pig Iron,"Sulawesi Tenggara, Kolaka",https://ekonomi.bisnis.com/read/20220316/257/1511443/dexin-steel-tambah-kapasitas-blast-furnace-jadi-6-juta-ton-per-tahun,Delong Steel Singapore Projects Pte Ltd:45; Shanghai Decent Investment Group (Tsingshan):43; IMIP:12,indonesia,4Cbu2WwzcO9amcSqVUJCek,Active
,,60000,ton,-,USD,Indonesia,China:90; Australia:10,Water Pollution;Air Pollution;Deforestation;Increased Vulnerability to the Climate Crisis,Poor Work Safety,https://www.rai.it/dl/doc/2023/11/19/1700402970903_I%20rapporti%20su%20filiera%20del%20nichel%20indonesiana%20-%20Report.pdf,,4Cbu2WwzcO9amcSqVUJCoE,,-2.841342678,122.1838966,ecological;social,Processing,4Cbu2WwzcO9amcSqVUJCoE,Huayue Nickel Cobalt (HNC),MHP,"Sulawesi Selatan, Luwu Timur",https://www.obormotindok.co.id/pt-hnc-ekspor-perdana-9200-ton-mhp-ke-china/,Huaqing Nickel & Cobalt:57; China Molybdenum Co. :30; Nickel Industries:10; Hualong and Long Sincere:3,indonesia,4Cbu2WwzcO9amcSqVUJCoE,Active
,,300000,ton,-,USD,Indonesia,China,Water Pollution;Air Pollution;Deforestation;Biodiversity Loss,"Land Grabbing;Intimidation, Suppression, Criminalization of Local Communities;Loss of Traditional Livelihoods;Poor Work Safety","https://cri.org/reports/nickel-unearthed/, https://www.tandaseru.com/2023/02/23/disnakertrans-maluku-utara-rilis-jumlah-kecelakaan-kerja-sepanjang-2022-segini-banyaknya/",,4Cbu2WwzcO9amcSqVUJD7C,,0.4791421204,127.9849961,,Processing,4Cbu2WwzcO9amcSqVUJD7C,Yashi Indonesia Investment,Ferro Nickel,"Maluku Utara, Halmahera Regency",http://en.zhenshigroup.com/news/292.html,Zhenshi; Shanghai Decent Investment Group (Tsingshan); Zhejian Huajun Investments,indonesia,4Cbu2WwzcO9amcSqVUJD7C,Active
,,130000,ton,406790000,USD,Indonesia,China,Water Pollution;Air Pollution;Deforestation;Biodiversity Loss,"Land Grabbing;Intimidation, Suppression, Criminalization of Local Communities;Loss of Traditional Livelihoods",https://cri.org/reports/nickel-unearthed/,,4Cbu2WwzcO9amcSqVUJDN0,,0.4791421204,127.9849961,,Processing,4Cbu2WwzcO9amcSqVUJDN0,Youshan Nickel Indonesia,Nickel Sulfate,"Maluku Utara, Halmahera Regency",https://indoprogress.com/2023/01/oligarki-lingkaran-jokowi-di-pertambangan-halmahera-tengah/,Zhejiang Huayou Cobalt; Tsingshan; Chengtun Mining Group,indonesia,4Cbu2WwzcO9amcSqVUJDN0,Active
,,120000,ton,1300000000,USD,Indonesia,China; Singapore,Deforestation;Biodiversity Loss,"Intimidation, Suppression, Criminalization of Local Communities",https://cri.org/reports/nickel-unearthed/,,4Cbu2WwzcO9amcSqVUJDWU,,0.4791421204,127.9849961,,Processing,4Cbu2WwzcO9amcSqVUJDWU,CNGR/Rigqueza International,Nickel Matte,"Maluku Utara, Halmahera Regency",https://www.yicaiglobal.com/news/cngr-rigqueza-invest-usd13-billion-to-hike-nickel-ore-processing-capacity-in-indonesia,CNGR; Rigqueza International Pte Ltd,indonesia,4Cbu2WwzcO9amcSqVUJDWU,Planned
,,50000,ton,408000000,USD,Indonesia,China; Singapore,Deforestation;Biodiversity Loss,"Land Grabbing;Intimidation, Suppression, Criminalization of Local Communities",https://cri.org/reports/nickel-unearthed/,,4Cbu2WwzcO9amcSqVUJDfy,,0.5048930623,127.9232586,,Processing,4Cbu2WwzcO9amcSqVUJDfy,Huaxiang Refining Indonesia,Nickel Sulfate,"North Maluku, Central Halmahera Regency",https://www.trenasia.com/tingkatkan-kapasitas-produksi-nikel-huayou-cobalt-akan-berinvestasi-rp-3-triliun-di-indonesia,Zhejiang Huayou Cobalt; Strive Investment; Lindo Investment Pte Ltd,indonesia,4Cbu2WwzcO9amcSqVUJDfy,Planned
,,52000,ton,441000000,USD,Indonesia,South Korea,Biodiversity Loss,Land Grabbing,https://cri.org/reports/nickel-unearthed/,,4Cbu2WwzcO9amcSqVUJDpS,,0.4954425286,127.9755977,,Processing,4Cbu2WwzcO9amcSqVUJDpS,POSCO,Nickel Matte,"Maluku Utara, Halmahera Regency",https://www.kedglobal.com/batteries/newsView/ked202305030002,Posco International Corporation:99; Posco International Singapore Pte. Ltd.:1,indonesia,4Cbu2WwzcO9amcSqVUJDpS,Planned
,,,ton,-,USD,Indonesia,Indonesia,,,,,4Cbu2WwzcO9amcSqVUJDyw,,-0.7134890695,119.8797473,,Processing,4Cbu2WwzcO9amcSqVUJDyw,Hydrotech Metal Indonesia,MHP,"Central Sulawesi, Tawaeli",https://www.linkedin.com/posts/hydrotech-metals_indonesia-energytransition-technology-activity-7021389199375286272-y0z_/,Trinitan Green Energy Metals,indonesia,4Cbu2WwzcO9amcSqVUJDyw,unknown
,,300000,ton,-,USD,Indonesia,Taiwan:100,Water Pollution;Increased Vulnerability to the Climate Crisis,,"https://celios.co.id/wp-content/uploads/2024/02/ID-CREA_CELIOS-Indonesia-Nickel-Development-2024.pdf, https://spn.or.id/gara-gara-rem-blong-dan-menabrak-pekerja-pt-wnii-harus-membayar-ganti-rugi/",,4Cbu2WwzcO9amcSqVUJEUY,,-2.857751603,122.1599559,,Processing,4Cbu2WwzcO9amcSqVUJEUY,Walsin Nickel Industrial Indonesia,Nickel Pig Iron,"Sulawesi Tengah, Morowali",https://www.walsin.com/en/our-business/resources-business/; https://celios.co.id/wp-content/uploads/2024/02/ID-CREA_CELIOS-Indonesia-Nickel-Development-2024.pdf; https://spn.or.id/gara-gara-rem-blong-dan-menabrak-pekerja-pt-wnii-harus-membayar-ganti-rugi/,Walsin Lihwa:100,indonesia,4Cbu2WwzcO9amcSqVUJEUY,Active
,,400000,ton,-,USD,Indonesia,Taiwan:50.1; China:49.9,Water Pollution,,https://celios.co.id/wp-content/uploads/2024/02/EN-CREA_CELIOS-Indonesia-Nickel-Development-2024.pdf,,4Cbu2WwzcO9amcSqVUJEe2,,0.4905829855,127.9701856,,Processing,4Cbu2WwzcO9amcSqVUJEe2,Sunny Metal Industry,Ferro Nickel,"Maluku Utara, Halmahera Regency",https://www.walsin.com/en/walsin-lihwas-investment-in-nickel-for-batteries-provides-momentum-to-a-new-phase-of-growth/,Walsin Lihwa:50.1; Tsingshan:49.9,indonesia,4Cbu2WwzcO9amcSqVUJEe2,unknown
,,60000,ton,1200000000,USD,Indonesia,China:100,Water Pollution;Air Pollution;Soil Pollution;Deforestation,,https://www.walhi.or.id/uploads/blogs/Foto%20Rilis/Catatan%20Akhir%20Tahun%20Region%20Sulawesi_%20Red%20Alert%20Espansi%20Tambang%20Nikel%20di%20Sulawesi.pdf,,4Cbu2WwzcO9amcSqVUJF3K,,-2.833153538,122.171116,,Processing,4Cbu2WwzcO9amcSqVUJF3K,Teluk Metal Industry,Nickel Sulfate,"Sulawesi Tengah, Morowali",https://www.rosalux.de/fileadmin/images/publikationen/Studien/Fast_and_Furious_for_Future.pdf,Perlux International Co Ltd & Green Source International Industrial Ltd:99.9; Green Source:0.1 (all likely Tsingshan),indonesia,4Cbu2WwzcO9amcSqVUJF3K,Active
,,380000,ton,-,USD,Indonesia,Not found,,Poor Work Safety,https://www.koranperdjoeangan.com/pc-spl-fspmi-morowali-upayakan-bipartite-dalam-penyelesaian-phk/,,4Cbu2WwzcO9amcSqVUJFCo,,-2.852149928,122.1579957,social,Processing,4Cbu2WwzcO9amcSqVUJFCo,Ocean Sky Metal Industry,Nickel Sulfate,"Sulawesi Tengah, Morowali",Company is permanently closed according to goolgle,Not found,indonesia,4Cbu2WwzcO9amcSqVUJFCo,Closed
,,200000,ton,-,USD,Indonesia,Not found,,,,,4Cbu2WwzcO9amcSqVUJG1O,,-4.291827332,121.5736719,ecological;social,Processing,4Cbu2WwzcO9amcSqVUJG1O,SBC Prime Metal,Ferro Nickel,"Southeast Sulawesi, Kolaka",https://ekonomi.republika.co.id/berita/qjml1w457/pln-siap-dukung-industri-smelter-sulawesi-tenggara,Not found,indonesia,4Cbu2WwzcO9amcSqVUJG1O,Unknown
,,83000,ton,-,USD,Indonesia,Not found,,,,,4Cbu2WwzcO9amcSqVUJGKM,,-4.004641088,122.6366074,,Processing,4Cbu2WwzcO9amcSqVUJGKM,Mahkota Konaweeha,Nickel Pig Iron,"Sulawesi Tengah, Kendari",https://www.cnbcindonesia.com/news/20211213193805-4-298954/12-pabrik-nikel-cs-hampir-mangkrak-begini-perkembangannya,Not found,indonesia,4Cbu2WwzcO9amcSqVUJGKM,Unknown
,,12000,ton,-,USD,Indonesia,Not found,,Corruption & Illegal Activity,https://sultramedia.id/2023/04/08/diduga-melanggar-dan-tidak-memiliki-izin-kapital-sultra-desak-pt-sambas-dan-pt-triple-eight-disanksi/#google_vignette,,4Cbu2WwzcO9amcSqVUJGX0,,-4.44427658,122.3714086,social,Processing,4Cbu2WwzcO9amcSqVUJGX0,Sambas Minerals Mining,Nickel Pig Iron,"Sulawesi Tenggara, Konawe Regency",https://sulteng.antaranews.com/berita/15013/pt-sambas-bangun-pabrik-pemurnian-nikel,Not found,indonesia,4Cbu2WwzcO9amcSqVUJGX0,Active
,,500000,ton,-,USD,Indonesia,Indonesia:100,,,,,4Cbu2WwzcO9amcSqVUJGwI,,-2.156292629,121.4785713,,Processing,4Cbu2WwzcO9amcSqVUJGwI,Genba Multi Mineral,Nickel Pig Iron,"Sulawesi Tengah, Morowali",https://media.alkhairaat.id/pt-genba-multi-mineral-rebut-lahan-sawit-petani-adukan-nasib-mereka-ke-gubernur/,Genba Multi Mineral,indonesia,4Cbu2WwzcO9amcSqVUJGwI,Active
,,65000,ton,-,USD,Indonesia,China:90; Indonesia:10,Air Pollution,,https://www.mongabay.co.id/2023/11/10/kala-kawasan-industri-nikel-pulau-obi-bertumpu-pada-energi-batubara-2/,,4Cbu2WwzcO9amcSqVUJHIQ,,-1.533221764,127.4191959,ecological,Processing,4Cbu2WwzcO9amcSqVUJHIQ,Obi Nickel Cobalt,MHP,"Maluku Utara, Halmahera Selatan Regency",https://www.cnbcindonesia.com/market/20230725105305-17-457061/nckl-bakal-bangun-pabrik-nikel-raksasa-baru-di-ri,Harita: 10; Lygend Resources: 90,indonesia,4Cbu2WwzcO9amcSqVUJHIQ,Active
,,150000,ton,-,USD,Indonesia,Not found,,Poor Work Safety,https://www.tandaseru.com/2023/02/23/disnakertrans-maluku-utara-rilis-jumlah-kecelakaan-kerja-sepanjang-2022-segini-banyaknya/,,4Cbu2WwzcO9amcSqVUJHbO,,,,,Processing,4Cbu2WwzcO9amcSqVUJHbO,Perkasa Metal Industry,Ferro Nickel,"-, -",,Not found,indonesia,4Cbu2WwzcO9amcSqVUJHbO,active
,,1600000,ton,255000000,USD,Indonesia,Singapore:100,Air Pollution,,https://celios.co.id/wp-content/uploads/2024/02/EN-CREA_CELIOS-Indonesia-Nickel-Development-2024.pdf,,4Cbu2WwzcO9amcSqVUJHo2,,1.437839714,128.0072216,ecological,Processing,4Cbu2WwzcO9amcSqVUJHo2,Alchemist Metal Industry,Nickel Pig Iron,"North Maluku, North Halmahera",https://www.bpkp.go.id/malut/berita/read/36653/30/BPKP-Malut-Kawal-Percepatan-Pelaksanaan-PSN-PT-AMI.bpkp; https://ekonomi.bisnis.com/read/20171227/44/721518/hingga-oktober-2017-nilai-investasi-smelter-nikel-us503-miliar,Alchemist Metal Industry,indonesia,4Cbu2WwzcO9amcSqVUJHo2,active
,,365000,ton,150000000,USD,Indonesia,Indonesia:100,,,,,4Cbu2WwzcO9amcSqVUJHxW,,-7.131986142,112.6129739,,Processing,4Cbu2WwzcO9amcSqVUJHxW,Gebe Industry Nickel,MHP,"East Java, Gresik",https://industri.kontan.co.id/news/ini-12-smelter-yang-siap-serap-6-juta-ton-nikel,Dr A.D Chandara,indonesia,4Cbu2WwzcO9amcSqVUJHxW,active
,,150000,ton,-,USD,Indonesia,China:100,,,,,4Cbu2WwzcO9amcSqVUJI70,,0.4984711885,127.9084719,,Processing,4Cbu2WwzcO9amcSqVUJI70,Andalan Metal Industry,Nickel Pig Iron,"North Maluku, Central Halmahera",https://www.huayou.com/Public/Uploads/uploadfile2/files/20230824/AnnouncementonthePurchaseofAssets.pdf,Zhejiang Huayou Cobalt:50.1; Zhongjing Holdings:49.9,indonesia,4Cbu2WwzcO9amcSqVUJI70,planned
,,300000,ton,-,USD,Indonesia,Not found,,Poor Work Safety,https://www.tandaseru.com/2023/02/23/disnakertrans-maluku-utara-rilis-jumlah-kecelakaan-kerja-sepanjang-2022-segini-banyaknya/,,4Cbu2WwzcO9amcSqVUJIGU,,0.4422783869,128.3590353,,Processing,4Cbu2WwzcO9amcSqVUJIGU,Langit Metal Industry,Nickel Pig Iron,"North Maluku, Central Halmahera",,Not found,indonesia,4Cbu2WwzcO9amcSqVUJIGU,planned
,,28000,ton,-,USD,Indonesia,Indonesia:99; Singapore:1,,Poor Work Safety,https://www.tandaseru.com/2023/02/23/disnakertrans-maluku-utara-rilis-jumlah-kecelakaan-kerja-sepanjang-2022-segini-banyaknya/,,4Cbu2WwzcO9amcSqVUJIPy,,0.5007722937,127.9253438,,Processing,4Cbu2WwzcO9amcSqVUJIPy,Infei Metal Industry,Nickel Pig Iron,"North Maluku, Central Halmahera",https://www.cnbcindonesia.com/market/20230927122803-17-475957/harum-energy-rogoh-rp-1-t-caplok-infei-metal-industry,Harum Energy:99; Central Halmahera Holding Pte. Ltd:1,indonesia,4Cbu2WwzcO9amcSqVUJIPy,active
,,350000,ton,-,USD,Indonesia,China,,Poor Work Safety,https://www.tandaseru.com/2023/02/23/disnakertrans-maluku-utara-rilis-jumlah-kecelakaan-kerja-sepanjang-2022-segini-banyaknya/,,4Cbu2WwzcO9amcSqVUJIZS,,0.7149537405,128.0006885,,Processing,4Cbu2WwzcO9amcSqVUJIZS,Kao Rahai Smelters,Nickel Pig Iron,"North Maluku, East Halmahera",https://www.legaloneglobal.com/deal/Jinchuan-Group-acquired-.-of-PT-Kao-Rahai-Smelters-and-PT-Universe-Smelter-Metal-Industry-respectively-1674833277947,Not found,indonesia,4Cbu2WwzcO9amcSqVUJIZS,planned
,,200000,ton,-,USD,Indonesia,Not found,Water Pollution;Air Pollution;Deforestation;Increased Vulnerability to the Climate Crisis;Biodiversity Loss,"Land Grabbing;Intimidation, Suppression, Criminalization of Local Communities;Poor Work Safety;Corruption & Illegal Activity","https://halmaherapost.com/2023/02/25/tambang-di-halmahera-tengah-koleksi-kasus-kecelakaan-kerja-tertinggi-di-maluku-utara/3/,https://ternate.hallo.id/malut-raya/pr-1862881704/operasi-tenaga-listrik-di-pt-iwip-diduga-tak-kantongi-slo-dan-kajian-teknis",,4Cbu2WwzcO9amcSqVUJIm6,,0.4993282314,127.9498798,ecological;social,Processing,4Cbu2WwzcO9amcSqVUJIm6,Jiu Long Metal Industry,Nickel Pig Iron,"North Maluku, Central Halmahera",https://halmaherapost.com/2023/02/25/tambang-di-halmahera-tengah-koleksi-kasus-kecelakaan-kerja-tertinggi-di-maluku-utara/3/,Not found,indonesia,4Cbu2WwzcO9amcSqVUJIm6,planned
,,140000,ton,-,USD,Indonesia,Indonesia:100,,,,,4Cbu2WwzcO9amcSqVUJJ8E,,-3.781276931,115.4376455,,Processing,4Cbu2WwzcO9amcSqVUJJ8E,Angkasa Jaya Mulia,Nickel Sulfate,"South Kalimantan, Tanah Bumbu Regency",https://www.linkedin.com/company/pt-batulicin-enam-sembilan-group/,Batulicin Enam Sembilan Group:100,indonesia,4Cbu2WwzcO9amcSqVUJJ8E,planned
,,1800000,ton,-,USD,Indonesia,China:100,,,,,4Cbu2WwzcO9amcSqVUJJHi,,-2.011486677,121.4306926,,Processing,4Cbu2WwzcO9amcSqVUJJHi,Nadesico Nickel Industry,Ferro Nickel,"Central Sulawesi, North Morowali Regency",https://www.ijintender.co.id/artikel/indonesia-produsen-nikel-terbesar-dunia-industri-pede-genjot-produksi,CNGR Advanced Material Co Ltd (CNGR); Jiangsu Delong Nickel Industry Co Ltd,indonesia,4Cbu2WwzcO9amcSqVUJJHi,Active
,,13000,ton,-,USD,Indonesia,China:100,Water Pollution;Air Pollution,,https://www.mongabay.co.id/2023/08/25/riset-smelter-nikel-di-bantaeng-punya-dampak-buruk-untuk-lingkungan-dan-warga-sekitar/,,4Cbu2WwzcO9amcSqVUJJag,,-5.566422024,120.0630943,ecological,Processing,4Cbu2WwzcO9amcSqVUJJag,Hengsheng New Energy Material,Nickel Sulfate,"South Sulawesi, Bantaeng Regency",https://www.mongabay.co.id/2023/08/25/riset-smelter-nikel-di-bantaeng-punya-dampak-buruk-untuk-lingkungan-dan-warga-sekitar/,Hainan Recycore New Energy Co.Ltd: 50; Huadi Invesment Group:20; Shengwei New Energy Pte. Ltd:15; Zoomwe Hongkong New Energy Technology Co.Ltd:15,indonesia,4Cbu2WwzcO9amcSqVUJJag,Planned
,,13300,ton,-,USD,Indonesia,China,Water Pollution;Air Pollution,,https://www.mongabay.co.id/2023/08/25/riset-smelter-nikel-di-bantaeng-punya-dampak-buruk-untuk-lingkungan-dan-warga-sekitar/,,4Cbu2WwzcO9amcSqVUJKCc,,-5.571461182,120.071678,ecological,Processing,4Cbu2WwzcO9amcSqVUJKCc,Dowstone Energy Material Indonesia,Nickel Matte,"South Sulawesi, Bantaeng Regency",https://huadi.co.id/dowstone//,Amir Jao:99; Joss Stefan Hideky:1,indonesia,4Cbu2WwzcO9amcSqVUJKCc,Active
,,,ton,-,USD,Indonesia,China; Indonesia,Water Pollution;Air Pollution,,https://www.mongabay.co.id/2023/08/25/riset-smelter-nikel-di-bantaeng-punya-dampak-buruk-untuk-lingkungan-dan-warga-sekitar/,,4Cbu2WwzcO9amcSqVUJLNK,,,,ecological,Unspecified,4Cbu2WwzcO9amcSqVUJLNK,Huadi Wuzhou Nickel Industry,Unspecified,"South Sulawesi, Bantaeng Regency",https://makassar.terkini.id/smelter-nikel-milik-huadi-di-bantaeng-mencemari-lingkungan-menurut-riset-lbh-makassar-dan-trend-asia/,Chen Yun:60; Huadi Nickel-Alloy Indonesia:40,indonesia,4Cbu2WwzcO9amcSqVUJLNK,Active
,,,ton,-,USD,Indonesia,China; Indonesia,Water Pollution;Air Pollution,,https://www.mongabay.co.id/2023/08/25/riset-smelter-nikel-di-bantaeng-punya-dampak-buruk-untuk-lingkungan-dan-warga-sekitar/,,4Cbu2WwzcO9amcSqVUJM8k,,,,ecological,Unspecified,4Cbu2WwzcO9amcSqVUJM8k,Yatai Huadi Alloy Indonesia,Unspecified,"South Sulawesi, Bantaeng Regency",https://betahita.id/news/lipsus/8739/koalisi-lsm-desak-evaluasi-kawasan-industri-nikel-bantaeng-.html?v=1683685826,Yang Xianming:60; Huadi Nickel-Alloy Indonesia:40,indonesia,4Cbu2WwzcO9amcSqVUJM8k,Active
,,,ton,-,USD,Indonesia,China; Indonesia,Water Pollution;Air Pollution,,https://www.mongabay.co.id/2023/08/25/riset-smelter-nikel-di-bantaeng-punya-dampak-buruk-untuk-lingkungan-dan-warga-sekitar/,,4Cbu2WwzcO9amcSqVUJMIE,,,,ecological,Unspecified,4Cbu2WwzcO9amcSqVUJMIE,Huadi Yatai Nickel Industry,Unspecified,"South Sulawesi, Bantaeng Regency",https://makassar.terkini.id/smelter-nikel-milik-huadi-di-bantaeng-mencemari-lingkungan-menurut-riset-lbh-makassar-dan-trend-asia/,Yang Lianming: 64.29; Huadi Nickel-Alloy Indonesia:35.71,indonesia,4Cbu2WwzcO9amcSqVUJMIE,Active
,,,ton,-,USD,Indonesia,Not found,Water Pollution;Air Pollution;Deforestation;Increased Vulnerability to the Climate Crisis;Biodiversity Loss,"Land Grabbing;Intimidation, Suppression, Criminalization of Local Communities",https://jatam.org/pulaukecil/,,4Cbu2WwzcO9amcSqVUJMxK,,-0.07317003307,129.4320556,ecological;social,Mining & Ore Resources,4Cbu2WwzcO9amcSqVUJMxK,Smart Marsindo,Mining,"North Maluku, Central Halmahera",https://mediaindonesia.com/politik-dan-hukum/653828/direktur-pt-smart-marsindo-kembali-mangkir-dari-pangggilan-kpk-di-kasus-suap-gubernur-malut,Not found,indonesia,4Cbu2WwzcO9amcSqVUJMxK,Temporarily Closed
,,,ton,-,USD,Indonesia,Indonesia:100,Water Pollution;Air Pollution;Deforestation;Increased Vulnerability to the Climate Crisis;Biodiversity Loss,"Land Grabbing;Intimidation, Suppression, Criminalization of Local Communities",https://jatam.org/pulaukecil/,,4Cbu2WwzcO9amcSqVUJN6o,,-0.06324746364,129.4060585,ecological;social,Mining & Ore Resources,4Cbu2WwzcO9amcSqVUJN6o,Karya Wijaya,Mining,"North Maluku, Central Halmahera",https://jatam.org/pulaukecil/,BENNY LAOS:65; ISKANDAR G WONGGO:30; RENDY HALIM:5,indonesia,4Cbu2WwzcO9amcSqVUJN6o,Active
,,,ton,-,USD,Indonesia,Indonesia:100,Water Pollution;Air Pollution;Deforestation;Increased Vulnerability to the Climate Crisis;Biodiversity Loss,"Land Grabbing;Intimidation, Suppression, Criminalization of Local Communities",https://jatam.org/pulaukecil/,,4Cbu2WwzcO9amcSqVUJOtS,,-0.1840109035,129.5441112,ecological;social,Mining & Ore Resources,4Cbu2WwzcO9amcSqVUJOtS,Bartra Putra Mulia,Mining,"North Maluku, Central Halmahera",https://poskomalut.com/pt-batra-dinilai-tak-peduli-masyarakat-lingkar-tambang-gebe/,KYARA SUKSES INVESTAMA:25; AYODA SUKSES INVESTAMA:25; MERLOT GRUP INDONESIA:25; ROWAN SUKSES INVESTAMA:25,indonesia,4Cbu2WwzcO9amcSqVUJOtS,Active
