capacity_mw,country,geopoint,latitude,longitude,parent,plant,region,status,subnational_unit,unit,url
50,Indonesia,"0.8687,123.96431",0.8687,123.96431,To Be Determined,Sulbagut-3 Power Station,Asia,Cancelled,North Sulawesi,Unit 2,https://www.gem.wiki/Sulbagut-3_power_station
50,Indonesia,"1.37433,125.08545",1.37433,125.08545,Toba Bara [90.0%]; China Hydropower Construction Group New Energy Development Co Ltd [10.0%],Sulut-3 Power Station,Asia,Operating,North Sulawesi,Unit 1,https://www.gem.wiki/Sulut-3_power_station
115,Indonesia,"1.7176,98.7265",1.7176,98.7265,Pt Pln (Persero),Sumbagut (Sibolga Baru) Power Station,Asia,Cancelled,North Sumatra,Unit 1,https://www.gem.wiki/Sumbagut_(Sibolga_Baru)_power_station
300,Indonesia,"-2.75,103.83333",-2.75,103.83333,To Be Determined,Sumsel-10 Power Station,Asia,Cancelled,South Sumatra,Unit 1,https://www.gem.wiki/Sumsel-10_power_station
300,Indonesia,"-2.75,103.83333",-2.75,103.83333,To Be Determined,Sumsel-10 Power Station,Asia,Cancelled,South Sumatra,Unit 2,https://www.gem.wiki/Sumsel-10_power_station
100,Indonesia,"-2.16343,115.44081",-2.16343,115.44081,Pt Adaro Power [65.0%]; Korea Electric Power Corp [35.0%],Tabalong Power Station,Asia,Operating,South Kalimantan,Unit 2,https://www.gem.wiki/Tabalong_power_station
350,Indonesia,"-6.81052,111.9955",-6.81052,111.9955,Pt Pln (Persero),Tanjung Awar-Awar Power Station,Asia,Operating,East Java,Unit 1,https://www.gem.wiki/Tanjung_Awar-Awar_power_station
660,Indonesia,"-6.76852,108.64519",-6.76852,108.64519,Bakrie Power; Pt Tanjung Jati Power,Tanjung Jati A Power Station,Asia,Cancelled,West Java,Unit 2,https://www.gem.wiki/Tanjung_Jati_A_power_station
660,Indonesia,"-6.446,110.7423",-6.446,110.7423,Sumitomo Corp,Tanjung Jati B Power Station,Asia,Operating,Central Java,Unit 4,https://www.gem.wiki/Tanjung_Jati_B_power_station
1000,Indonesia,"-6.44649,110.74236",-6.44649,110.74236,Sumitomo Corp,Tanjung Jati B Power Station,Asia,Operating,Central Java,Unit 6,https://www.gem.wiki/Tanjung_Jati_B_power_station
660,Indonesia,"-6.44478,110.74349",-6.44478,110.74349,Sumitomo Corp,Tanjung Jati B Power Station,Asia,Operating,Central Java,Unit 1,https://www.gem.wiki/Tanjung_Jati_B_power_station
660,Indonesia,"-6.44478,110.74349",-6.44478,110.74349,Sumitomo Corp,Tanjung Jati B Power Station,Asia,Operating,Central Java,Unit 2,https://www.gem.wiki/Tanjung_Jati_B_power_station
50,Indonesia,"-10.35196,123.45988",-10.35196,123.45988,Pt Pln (Persero),Timor-1 Power Station,Asia,Construction,East Nusa Tenggara,Unit 1,https://www.gem.wiki/Timor-1_power_station
35,Indonesia,"-7.43684,112.4688",-7.43684,112.4688,Asia Pulp & Paper,Tjiwi Kimia Paper Mill Power Station,Asia,Operating,East Java,Unit 1,https://www.gem.wiki/Tjiwi_Kimia_Paper_Mill_power_station
70,Indonesia,"-7.43684,112.4688",-7.43684,112.4688,Asia Pulp & Paper,Tjiwi Kimia Paper Mill Power Station,Asia,Operating,East Java,Unit 3,https://www.gem.wiki/Tjiwi_Kimia_Paper_Mill_power_station
35,Indonesia,"-4.81671,119.50168",-4.81671,119.50168,Pt Semen Indonesia,Tonasa Cement Plant Power Station,Asia,Operating,South Sulawesi,"Phase V, Unit 2",https://www.gem.wiki/Tonasa_Cement_Plant_power_station
380,Indonesia,"0.47889,127.98421",0.47889,127.98421,Pt Angel Nickel Industry,Weda Bay Power Station,Asia,Construction,North Maluku,Unit 9,https://www.gem.wiki/Weda_Bay_power_station
380,Indonesia,"0.47616,128.00815",0.47616,128.00815,Tsingshan Holding Group Co Ltd,Weda Bay Power Station,Asia,Construction,North Maluku,Unit 11,https://www.gem.wiki/Weda_Bay_power_station
38,Indonesia,"-1.53051,127.41898",-1.53051,127.41898,Xinxing Qiyun Investment Holdings Co Ltd [40.0%]; Pt Trimegah Bangun Persada [30.0%]; Harita Group [20.0%]; Pt Gane Permai Sentosa [10.0%],Xinxing Ductile Iron Pipes Power Station,Asia,Operating,Maluku,Unit 1,https://www.gem.wiki/Xinxing_Ductile_Iron_Pipes_power_station
